,wine,wine_id,appellation,color,regions,country,vintage,is_primeurs,score,confidence_index,journalist_count,avgPrcpFebruary,avgTempFebruary,avgPrcpMarch,avgTempMarch,avgPrcpApril,avgTempApril,avgPrcpMay,avgTempMay,avgPrcpJune,avgTempJune,avgPrcpJuly,avgTempJuly,avgPrcpAugust,avgTempAugust,avgPrcpSeptember,avgTempSeptember,avgPrcpOctober,avgTempOctober
2025,"Chappellet, Pritchard Hill Cabernet Sauvignon, Napa Valley",31619,Napa Valley,Red,California,Usa,2006,False,94.71,B,3,0.1325,49,0.2712903225806452,47,0.19166666666666668,54,0.038387096774193545,60,0.0036666666666666666,66,0.0,68,0.0,63,0.0,63,0.02129032258064516,59
2026,"Continuum, Proprietary Red, Oakville",45683,Oakville,Red,California,Usa,2011,False,92.48,B,7,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
2027,"Forman Vineyard, Cabernet Sauvignon, Napa Valley",75322,Napa Valley,Red,California,Usa,2006,False,92.01,B,4,0.1325,49,0.2712903225806452,47,0.19166666666666668,54,0.038387096774193545,60,0.0036666666666666666,66,0.0,68,0.0,63,0.0,63,0.02129032258064516,59
2028,"Philip Togni Vineyard, Cabernet Sauvignon, Napa Valley",115154,Napa Valley,Red,California,Usa,2005,False,91.09,C+,5,0.14370370370370372,51,0.09724137931034482,55,0.052333333333333336,55,0.07645161290322583,60,0.03,63,0.0,67,0.0,65,0.0003333333333333333,62,0.021612903225806453,60
2029,"Heitz Cellar, Martha'S Vineyard Cabernet Sauvignon, Napa Valley",82703,Napa Valley,Red,California,Usa,2009,False,90.33,C+,4,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60
2030,"Chateau Montelena, Cabernet Sauvignon, Napa Valley",39440,Napa Valley,Red,California,Usa,2012,False,89.75,C,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2031,"Corison, Cabernet Sauvignon, Napa Valley",46229,Napa Valley,Red,California,Usa,1993,False,89.74,C+,3,0.2096428571428571,47,0.06709677419354837,55,0.051333333333333335,55,0.04428571428571428,59,0.02366666666666667,66,0.0,66,0.0,67,0.0,64,0.03709677419354839,61
2032,"Stag'S Leap Wine Cellars, Artemis Cabernet Sauvignon, Napa Valley",129779,Napa Valley,Red,California,Usa,2012,False,88.35,A+,5,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2033,"Conn Creek, Cabernet Sauvignon, Napa Valley",45347,Napa Valley,Red,California,Usa,2012,False,87.1,B,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2034,"Betz Family Winery, La Serenne Syrah, Yakima Valley",11659,Yakima Valley,Red,Washington,Usa,2012,False,94.25,A+,4,0.02541666666666664,37,0.05883116883116876,42,0.027222222222222217,51,0.009350649350649352,57,0.05132530120481928,62,0.010208333333333326,74,0.0,72,0.0012804878048780495,64,0.037833333333333385,50
2035,"Betz Family Winery, La Cote Patriarche Syrah, Yakima Valley",11657,Yakima Valley,Red,Washington,Usa,2012,False,93.41,B+,4,0.02541666666666664,37,0.05883116883116876,42,0.027222222222222217,51,0.009350649350649352,57,0.05132530120481928,62,0.010208333333333326,74,0.0,72,0.0012804878048780495,64,0.037833333333333385,50
2036,"Doubleback, Cabernet Sauvignon, Walla Walla Valley",67468,Walla Walla Valley,Red,Washington,Usa,2012,False,93.13,B+,5,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2037,"Betz Family Winery, La Cote Rousse Syrah, Red Mountain",11658,Red Mountain,Red,Washington,Usa,2012,False,93.11,B+,4,0.02541666666666664,37,0.05883116883116876,42,0.027222222222222217,51,0.009350649350649352,57,0.05132530120481928,62,0.010208333333333326,74,0.0,72,0.0012804878048780495,64,0.037833333333333385,50
2038,"Realm Cellars, The Tempest Proprietary Red, Napa Valley",119397,Napa Valley,Red,California,Usa,2012,False,92.38,C+,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2039,"Delille Cellars, D2, Columbia Valley",50044,Columbia Valley,Red,Washington,Usa,2012,False,91.38,B,5,0.05062500000000004,32,0.09935064935064923,41,0.06055555555555552,50,0.023376623376623364,56,0.09180722891566262,61,0.0176388888888889,74,0.0,76,0.0,65,0.053666666666666814,51
2040,"Barnett Vineyards, Cyrus Ryan Vineyard Cabernet Sauvignon, Napa Valley",8642,Napa Valley,Red,California,Usa,2012,False,90.6,A,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2041,"Barnett Vineyards, Merlot, Spring Mountain District",8644,Spring Mountain District,Red,California,Usa,2012,False,89.27,A,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2042,"Chateau Montelena The Montelena Estate, Cabernet Sauvignon, Napa Valley",39438,Napa Valley,Red,California,Usa,2012,False,92.9,B,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2043,"Robert Craig Winery, Howell Mountain Cabernet Sauvignon, Napa Valley",121297,Napa Valley,Red,California,Usa,2012,False,92.25,B,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2044,"Pahlmeyer, Jayson Cabernet Sauvignon, Napa Valley",111891,Napa Valley,Red,California,Usa,2012,False,89.99,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2045,"Anakota, Helena Montana Vineyard Cabernet Sauvignon, Knights Valley",4041,Knights Valley,Red,California,Usa,2010,False,93.06,B+,3,0.15484848484848493,50,0.1002777777777778,51,0.19445255474452566,53,0.04602094240837691,56,0.0,65,0.0,63,0.0,64,0.0,66,0.21664772727272646,60
2046,"Rubicon Estate, Inglenook 'Rubicon' Red, Rutherford",122987,Rutherford,Red,California,Usa,2009,False,91.79,B,4,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60
2047,"Harlan Estate, Napa Valley",81980,Napa Valley,Red,California,Usa,1997,False,98.78,B,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2048,"Dalla Valle Vineyards, Maya, Napa Valley",48290,Napa Valley,Red,California,Usa,1997,False,95.69,C,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2049,"Joseph Phelps Vineyards, Insignia, Napa Valley",89577,Napa Valley,Red,California,Usa,1997,False,95.62,B,5,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2050,"Pahlmeyer, Proprietary Red, Napa Valley",111900,Napa Valley,Red,California,Usa,1997,False,94.8,C+,3,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2051,"Lokoya Winery, Mount Veeder Cabernet Sauvignon, Napa Valley",97276,Napa Valley,Red,California,Usa,1997,False,94.66,C+,5,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2052,"Peter Michael Winery, Les Pavots Estate Red, Knights Valley",114829,Knights Valley,Red,California,Usa,1997,False,93.46,B,3,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2053,"Cardinale Estate, Napa Valley",25943,Napa Valley,Red,California,Usa,1997,False,93.34,B,5,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2054,"Dominus Estate, Christian Moueix, Napa Valley",67008,Napa Valley,Red,California,Usa,1997,False,92.72,C+,6,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2055,"Lokoya Winery, Cabernet Sauvignon, Diamond Mountain District",97273,Diamond Mountain District,Red,California,Usa,1997,False,92.65,B,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2056,"La Jota Vineyard, Anniversary Heritage Release Cabernet Sauvignon, Howell Mountain",92779,Howell Mountain,Red,California,Usa,1997,False,92.63,B+,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2057,"Pahlmeyer, Merlot, Napa Valley",111896,Napa Valley,Red,California,Usa,1997,False,92.36,B,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2058,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,California,Usa,1997,False,91.93,A,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2059,"Etude, Cabernet Sauvignon, Napa Valley",71017,Napa Valley,Red,California,Usa,1997,False,91.92,C,3,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2060,"Lokoya Winery, Rutherford Cabernet Sauvignon, Napa Valley",97277,Napa Valley,Red,California,Usa,1997,False,91.69,B,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2061,"Lokoya Winery, Howell Mountain Cabernet Sauvignon, Napa Valley",97275,Napa Valley,Red,California,Usa,1997,False,91.3,A,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2062,"Flora Springs, Trilogy, Napa Valley",74749,Napa Valley,Red,California,Usa,1997,False,91.26,B,4,0.016428571428571428,51,0.02774193548387097,54,0.019000000000000003,56,0.025483870967741937,63,0.007666666666666665,65,0.0,66,0.02645161290322581,67,0.001,67,0.042,59
2063,"Diamond Creek, Volcanic Hill Cabernet Sauvignon, Napa Valley",50666,Napa Valley,Red,California,Usa,2009,False,94.89,B,4,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60
2064,"Colgin Cellars, Ix Estate Red, Napa Valley",44620,Napa Valley,Red,California,Usa,2008,False,97.0,B,6,0.1293670886075949,49,0.01153846153846154,52,0.006404494382022473,54,0.002637362637362637,60,0.0,64,0.0,66,0.0,68,0.0,65,0.019239130434782613,61
2065,"Dalla Valle Vineyards, Maya, Napa Valley",48290,Napa Valley,Red,California,Usa,2007,False,96.48,A+,4,0.18285714285714288,49,0.011290322580645159,55,0.043,56,0.011290322580645159,60,0.0,64,0.0,67,0.0,67,0.0016666666666666668,64,0.06483870967741935,58
2066,"Cayuse Vineyards, En Cerise Vineyard Syrah, Walla Walla Valley",30148,Walla Walla Valley,Red,Washington,Usa,2012,False,96.42,A,4,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2067,"Cayuse Vineyards, Cailloux Vineyard Syrah, Walla Walla Valley",30143,Walla Walla Valley,Red,Washington,Usa,2012,False,96.12,A+,4,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2068,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,California,Usa,2008,False,95.89,B,7,0.1293670886075949,49,0.01153846153846154,52,0.006404494382022473,54,0.002637362637362637,60,0.0,64,0.0,66,0.0,68,0.0,65,0.019239130434782613,61
2069,"Betz Family Winery, Pere De Famille Cabernet Sauvignon, Columbia Valley",11660,Columbia Valley,Red,Washington,Usa,2012,False,95.32,B+,4,0.05062500000000004,32,0.09935064935064923,41,0.06055555555555552,50,0.023376623376623364,56,0.09180722891566262,61,0.0176388888888889,74,0.0,76,0.0,65,0.053666666666666814,51
2071,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,California,Usa,2006,False,94.75,B,4,0.1325,49,0.2712903225806452,47,0.19166666666666668,54,0.038387096774193545,60,0.0036666666666666666,66,0.0,68,0.0,63,0.0,63,0.02129032258064516,59
2072,"Araujo Estate, Eisele Vineyard Cabernet Sauvignon, Napa Valley",5550,Napa Valley,Red,California,Usa,2009,False,94.38,B,7,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60
2073,"Delille Cellars, Chaleur Estate, Yakima Valley",50043,Yakima Valley,Red,Washington,Usa,2012,False,94.28,B,3,0.02541666666666664,37,0.05883116883116876,42,0.027222222222222217,51,0.009350649350649352,57,0.05132530120481928,62,0.010208333333333326,74,0.0,72,0.0012804878048780495,64,0.037833333333333385,50
2074,"Bryant Family Vineyard, Bettina Proprietary Red, Napa Valley",22243,Napa Valley,Red,California,Usa,2009,False,94.09,C+,6,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60
2075,"Betz Family Winery, Clos De Betz, Columbia Valley",11655,Columbia Valley,Red,Washington,Usa,2012,False,94.01,B+,4,0.05062500000000004,32,0.09935064935064923,41,0.06055555555555552,50,0.023376623376623364,56,0.09180722891566262,61,0.0176388888888889,74,0.0,76,0.0,65,0.053666666666666814,51
2076,"Corliss, Columbia Valley",46248,Columbia Valley,Red,Washington,Usa,2010,False,94.0,A+,3,0.057272727272727274,38,0.0033333333333333327,44,0.039416058394160514,50,0.031413612565445025,54,0.07026785714285715,62,0.007741935483870969,73,0.019677419354838712,70,0.053333333333333344,62,0.041420454545454524,52
2077,"Dunn Vineyards, Howell Mountain Cabernet Sauvignon, California",68206,Howell Mountain,Red,California,Usa,2006,False,93.89,B+,3,0.1325,49,0.2712903225806452,47,0.19166666666666668,54,0.038387096774193545,60,0.0036666666666666666,66,0.0,68,0.0,63,0.0,63,0.02129032258064516,59
2079,"Delille Cellars, Harrison Hill Red, Yakima Valley",50054,Yakima Valley,Red,Washington,Usa,2012,False,93.76,A+,3,0.02541666666666664,37,0.05883116883116876,42,0.027222222222222217,51,0.009350649350649352,57,0.05132530120481928,62,0.010208333333333326,74,0.0,72,0.0012804878048780495,64,0.037833333333333385,50
2080,"Cayuse Vineyards, Flying Pig, Walla Walla Valley",30150,Walla Walla Valley,Red,Washington,Usa,2012,False,93.47,C+,4,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2081,"Dalla Valle Vineyards, Cabernet Sauvignon, Napa Valley",48287,Napa Valley,Red,California,Usa,2004,False,93.4,B,4,0.2374074074074074,49,0.02774193548387097,58,0.01172413793103448,58,0.0033333333333333327,60,0.0,65,0.0,66,0.0,68,0.004666666666666667,67,0.08,59
2082,"Corliss, Syrah, Columbia Valley",46250,Columbia Valley,Red,Washington,Usa,2011,False,92.5,B,3,0.01918367346938777,28,0.11012987012987012,40,0.0020512820512820513,45,0.17235294117647051,53,0.02750000000000001,60,0.004444444444444445,65,0.0,75,0.0,66,0.2051612903225808,50
2083,"Dalla Valle Vineyards, Maya, Napa Valley",48290,Napa Valley,Red,California,Usa,2006,False,92.42,C+,5,0.1325,49,0.2712903225806452,47,0.19166666666666668,54,0.038387096774193545,60,0.0036666666666666666,66,0.0,68,0.0,63,0.0,63,0.02129032258064516,59
2084,"Dalla Valle Vineyards, Maya, Napa Valley",48290,Napa Valley,Red,California,Usa,1989,False,92.12,C+,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2085,"L'Ecole No. 41, Ferguson Vineyard Red, Walla Walla Valley",92089,Walla Walla Valley,Red,Washington,Usa,2012,False,91.65,C+,3,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2086,"Bryant Family Vineyard, Bettina Proprietary Red, Napa Valley",22243,Napa Valley,Red,California,Usa,2011,False,91.6,B+,3,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
2087,"Dalla Valle Vineyards, Cabernet Sauvignon, Napa Valley",48287,Napa Valley,Red,California,Usa,2006,False,91.29,A,4,0.1325,49,0.2712903225806452,47,0.19166666666666668,54,0.038387096774193545,60,0.0036666666666666666,66,0.0,68,0.0,63,0.0,63,0.02129032258064516,59
2088,"Pepper Bridge Winery, Seven Hills Vineyard Red, Walla Walla Valley",150650,Walla Walla Valley,Red,Washington,Usa,2012,False,91.27,A,4,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2089,"Vine Cliff Winery, Private Stock 16 Rows Cabernet Sauvignon, Oakville",141958,Oakville,Red,California,Usa,2012,False,91.02,C,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2090,"Long Shadows, Chester Kidder Red, Columbia Valley",97450,Columbia Valley,Red,Washington,Usa,2011,False,90.51,B,3,0.01918367346938777,28,0.11012987012987012,40,0.0020512820512820513,45,0.17235294117647051,53,0.02750000000000001,60,0.004444444444444445,65,0.0,75,0.0,66,0.2051612903225808,50
2091,"Pepper Bridge Winery, 'Trine' Red, Walla Walla Valley",114408,Walla Walla Valley,Red,Washington,Usa,2012,False,90.38,B,3,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2092,"Dalla Valle Vineyards, Cabernet Sauvignon, Napa Valley",48287,Napa Valley,Red,California,Usa,2003,False,90.33,B,4,0.14250000000000002,49,0.1606451612903226,54,0.13233333333333328,51,0.05967741935483871,59,0.0,64,0.0,67,0.02,67,0.001,67,0.008064516129032258,63
2093,"Pepper Bridge Winery, Merlot, Walla Walla Valley",114410,Walla Walla Valley,Red,Washington,Usa,2012,False,89.99,A+,3,0.04430555555555552,45,0.07753246753246759,51,0.0711111111111111,62,0.007402597402597406,69,0.12542168674698784,75,0.03284722222222222,90,0.0023225806451612906,90,0.0,80,0.04566666666666664,62
2094,"Vine Cliff Winery, Oakville Estate Cabernet Sauvignon, Napa Valley",141957,Napa Valley,Red,California,Usa,2012,False,89.89,B+,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2095,"Barnett Vineyards, Rattlesnake Hill Cabernet Sauvignon, Spring Mountain District",8646,Spring Mountain District,Red,California,Usa,2012,False,93.93,A,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2096,"Marcassin, Marcassin Vineyard' Pinot Noir, Sonoma Coast",101641,Sonoma Coast,Red,California,Usa,2009,False,96.07,C,3,0.4253043478260867,58,0.11213114754098373,64,0.02339999999999999,69,0.08527777777777779,76,0.006923076923076922,79,0.0,85,0.0,85,0.009375,87,0.14795918367346944,73
2098,"Flora Springs, Rutherford Hillside Reserve Cabernet Sauvignon, Napa Valley",74745,Napa Valley,Red,California,Usa,2012,False,93.47,B,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2099,"Harlan Estate, Napa Valley",81980,Napa Valley,Red,California,Usa,2000,False,92.67,B,6,0.3406896551724137,50,0.0941935483870968,52,0.056333333333333326,57,0.049677419354838714,60,0.004,63,0.0,63,0.0,65,0.003666666666666667,65,0.07387096774193548,58
2100,"Dalla Valle Vineyards, Cabernet Sauvignon, Napa Valley",48287,Napa Valley,Red,California,Usa,1993,False,91.74,A+,3,0.2096428571428571,47,0.06709677419354837,55,0.051333333333333335,55,0.04428571428571428,59,0.02366666666666667,66,0.0,66,0.0,67,0.0,64,0.03709677419354839,61
2101,"Flora Springs, Trilogy, Napa Valley",74749,Napa Valley,Red,California,Usa,2012,False,90.36,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2102,"Realm Cellars, Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon, St Helena",119389,St Helena,Red,California,Usa,2012,False,95.71,B,5,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2103,"Realm Cellars, The Absurd Proprietary Red, Napa Valley",119394,Napa Valley,Red,California,Usa,2012,False,95.43,C+,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2104,"Realm Cellars, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville",119390,Oakville,Red,California,Usa,2012,False,94.89,A,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2105,"Realm Cellars, The Bard Proprietary Blend, Napa Valley",119395,Napa Valley,Red,California,Usa,2012,False,94.05,C,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2106,"Schrader Cellars, Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125492,Napa Valley,Red,California,Usa,2011,False,93.77,B,3,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
2107,"Realm Cellars, Farella Vineyard Cabernet Sauvignon, Napa Valley",119391,Napa Valley,Red,California,Usa,2012,False,93.5,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2108,"Chappellet, Signature Cabernet Sauvignon, Napa Valley",31620,Napa Valley,Red,California,Usa,2012,False,91.79,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2109,"Pine Ridge Vineyards, Rutherford Cabernet Sauvignon, Napa Valley",116343,Napa Valley,Red,California,Usa,2012,False,90.37,C+,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2110,"Pine Ridge Vineyards, Oakville Cabernet Sauvignon, Napa Valley",116339,Napa Valley,Red,California,Usa,2012,False,90.05,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2112,"Schrader Cellars, Ccs Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley",125493,Napa Valley,Red,California,Usa,2012,False,96.7,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2113,"Chappellet, Pritchard Hill Cabernet Sauvignon, Napa Valley",31619,Napa Valley,Red,California,Usa,2012,False,95.75,C+,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2114,"Schrader Cellars, Lpv Beckstoffer Las Piedras Vineyard Cabernet Sauvignon, Napa Valley",125499,Napa Valley,Red,California,Usa,2012,False,94.78,C+,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2115,"Larkmead Vineyards, Cabernet Sauvignon, Napa Valley",94120,Napa Valley,Red,California,Usa,2012,False,94.57,C+,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2116,"Philip Togni Vineyard, Cabernet Sauvignon, Napa Valley",115154,Napa Valley,Red,California,Usa,2012,False,94.53,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
2117,"Diamond Creek, Volcanic Hill Cabernet Sauvignon, Napa Valley",50666,Napa Valley,Red,California,Usa,2011,False,93.51,B,4,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
2118,"Pahlmeyer, Proprietary Red, Napa Valley",111900,Napa Valley,Red,California,Usa,2012,False,93.47,B+,5,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
